,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00548-00,1.912550539147997e-06,6.400669137681963e-05,2.562817722458316e-05,3.6975977090194606e-05,1.3324102089397713e-05,5.635648922022764e-05,3.6975977090194606e-05,2.6648204178795426e-05,2.562817722458316e-05,2.320561320832903e-05,9.078239892489159e-05,4.9853817387124455e-05,6.611049696988243e-05,0.00013929743093461243,3.244960748087768e-05,2.28868547851377e-05,2.601068733241276e-05,1.2559081873738513e-05,8.625602931557466e-05,2.875200977185822e-05,0.00013457980627138073,9.116490903272119e-06,3.162083558058022e-05,2.875200977185822e-05,3.6975977090194606e-05,2.0273035714968767e-05
00540-00,9.813913109123165e-06,0.0003178198014569886,0.0001139923753444306,0.00013286528516966747,6.7942475370852675e-06,1.3588495074170535e-05,0.00013286528516966747,2.2647491790284225e-06,0.0001139923753444306,7.549163930094742e-07,2.2647491790284225e-06,7.549163930094742e-07,0.0003208394670290265,0.0,0.0,6.41678934058053e-05,0.00011550220813044955,1.434341146718001e-05,0.0004333220095874382,0.0001260710376325822,5.28441475106632e-06,3.774581965047371e-06,4.0765485222511605e-05,0.0001260710376325822,0.00013286528516966747,0.0
00593-00,0.0,0.00011194521269590412,5.2680100092190176e-05,0.00010536020018438035,6.585012511523772e-06,1.9755037534571317e-05,0.00010536020018438035,1.3170025023047544e-05,5.2680100092190176e-05,0.0,6.585012511523772e-06,2.6340050046095088e-05,0.00011194521269590412,0.0,6.585012511523772e-06,1.3170025023047544e-05,6.585012511523772e-05,1.3170025023047544e-05,0.00012511523771895167,6.585012511523772e-05,1.9755037534571317e-05,2.6340050046095088e-05,1.9755037534571317e-05,6.585012511523772e-05,0.00010536020018438035,0.0
00647-00,4.804069046482371e-06,0.0002032721715292853,0.00014232054550204022,0.00016934343388850357,1.5012715770257409e-05,4.744018183401341e-05,0.00016934343388850357,8.707375146749297e-06,0.00014232054550204022,2.8824414278894224e-05,2.1017802078360373e-05,1.1709918300800778e-05,0.00020417293447550075,6.005086308102964e-07,3.0025431540514815e-06,9.998468702991433e-05,0.00014892614044095348,3.0926194486730264e-05,9.698214387586286e-05,0.00014562334297149685,2.7022888386463335e-05,1.3811698508636815e-05,5.0142470672659744e-05,0.00014562334297149685,0.00016934343388850357,1.0208646723775037e-05
00560-00,3.446018126055343e-06,9.131948034046659e-05,7.150487611564837e-05,9.993452565560495e-05,5.1690271890830146e-06,7.408938971018987e-05,9.993452565560495e-05,1.5507081567249045e-05,7.150487611564837e-05,7.753540783624522e-06,7.753540783624522e-06,8.615045315138358e-06,9.218098487198043e-05,7.753540783624522e-06,1.2922567972707536e-05,9.821151659257728e-05,8.873496674592509e-05,3.8767703918122606e-05,6.375133533202385e-05,9.993452565560495e-05,2.7568145008442744e-05,3.790619938660877e-05,8.873496674592509e-05,9.993452565560495e-05,9.993452565560495e-05,1.5507081567249045e-05
00594-00,4.953683063357606e-06,0.0001436568088373706,0.0001535641749640858,0.00019814732253430425,5.449051369693367e-05,8.421261207707931e-05,0.00019814732253430425,1.9814732253430424e-05,0.0001535641749640858,0.0,0.0,9.907366126715212e-06,0.0001436568088373706,0.0,1.9814732253430424e-05,5.9444196760291276e-05,0.00011888839352058255,1.4861049190072819e-05,8.916629514043692e-05,0.0001486104919007282,0.00010898102739386735,9.907366126715212e-06,2.476841531678803e-05,0.0001486104919007282,0.00019814732253430425,0.0
00356-00,0.0,0.0003237900477164281,8.520790729379687e-05,8.520790729379687e-05,0.0,8.520790729379687e-05,8.520790729379687e-05,0.0,8.520790729379687e-05,0.0,0.0,0.00023858214042263122,0.0003237900477164281,0.0,0.0,5.112474437627812e-05,8.520790729379687e-05,0.00010224948875255624,0.0003749147920927062,8.520790729379687e-05,0.0,0.0,0.0,8.520790729379687e-05,8.520790729379687e-05,0.0
00285-00,0.0,0.00010176563374548415,6.275547414304856e-05,8.81968825794196e-05,2.035312674909683e-05,3.901015960243559e-05,8.81968825794196e-05,1.1872657270306484e-05,6.275547414304856e-05,1.6960938957580692e-06,2.035312674909683e-05,5.2578910768500145e-05,0.00010006953984972609,0.0,0.0,6.784375583032276e-05,8.81968825794196e-05,3.052969012364525e-05,4.5794535185467865e-05,7.462813141335504e-05,4.9186722976984005e-05,3.3921877915161384e-06,5.0882816872742075e-05,7.462813141335504e-05,8.81968825794196e-05,3.3921877915161384e-06
00353-00,0.0,0.00021950454687989966,0.0,6.271558482282847e-05,0.0,0.00015678896205707118,6.271558482282847e-05,3.1357792411414234e-05,0.0,0.0,0.0,0.0002508623392913139,0.00021950454687989966,0.0,0.0,6.271558482282847e-05,0.0,0.00018814675446848542,0.00021950454687989966,0.0,0.0005644402634054562,0.0,0.0,0.0,6.271558482282847e-05,0.0
00280-00,0.0,0.000178359096313912,0.0,0.0,0.0,1.9817677368212444e-05,0.0,7.927070947284978e-05,0.0,0.0,0.0,0.00029726516052318666,0.000178359096313912,0.0,0.0,1.9817677368212444e-05,0.0,1.9817677368212444e-05,9.908838684106223e-05,0.0,0.0,0.0,1.9817677368212444e-05,0.0,0.0,0.0
00319-00,3.2239664707487045e-05,0.00013639858145475287,8.927907149765642e-05,0.00015499838801676463,2.7279716290950575e-05,1.9839793666145873e-05,0.00015499838801676463,1.239987104134117e-05,8.927907149765642e-05,0.0,2.2319767874414106e-05,6.57193165191082e-05,0.00013515859435061877,0.0,1.3639858145475288e-05,5.331944547776703e-05,9.42390199141929e-05,4.091957443642586e-05,4.2159561540559976e-05,0.00010663889095553406,9.919896833072937e-06,2.479974208268234e-06,6.075936810257173e-05,0.00010663889095553406,0.00015499838801676463,1.7359819457877637e-05
00561-00,6.750781402947391e-06,0.00010497465081583193,5.366871215343176e-05,7.155828287124235e-05,2.4640352120757978e-05,2.497789119090535e-05,7.155828287124235e-05,1.7889570717810587e-05,5.366871215343176e-05,1.2488945595452674e-05,1.1813867455157935e-05,1.2826484665600043e-05,0.0001053121898859793,6.4132423328000214e-06,2.0252344208842173e-06,8.100937683536869e-05,5.265609494298965e-05,2.0927422349136914e-05,8.269707218610555e-05,6.041949355637915e-05,1.518925815663163e-05,5.400625122357913e-06,2.261511769987376e-05,6.041949355637915e-05,7.155828287124235e-05,3.3753907014736955e-06
00308-00,0.0,0.0,0.0,6.951685783802571e-05,0.0,3.475842891901286e-05,6.951685783802571e-05,0.0,0.0,3.475842891901286e-05,0.0,0.0,0.0,0.0,0.00010427528675703858,0.0,0.0,0.00013903371567605143,0.0,0.0,0.0,0.0,6.951685783802571e-05,0.0,6.951685783802571e-05,0.0
00344-00,1.8264840182648401e-06,6.940639269406393e-05,2.9223744292237442e-05,5.114155251141552e-05,1.8264840182648402e-05,5.6621004566210046e-05,5.114155251141552e-05,7.305936073059361e-06,2.9223744292237442e-05,1.8264840182648401e-06,1.8264840182648401e-06,0.00012054794520547945,6.940639269406393e-05,0.0,3.6529680365296803e-06,4.383561643835617e-05,3.105022831050228e-05,2.7397260273972603e-05,2.7397260273972603e-05,4.200913242009132e-05,5.479452054794521e-06,0.0,5.296803652968037e-05,4.200913242009132e-05,5.114155251141552e-05,0.0
00355-00,0.0,0.0007936507936507937,0.00011337868480725624,0.00011337868480725624,0.00011337868480725624,0.00011337868480725624,0.00011337868480725624,0.0,0.00011337868480725624,0.0,0.0,0.0,0.0007936507936507937,0.0,0.0,0.0,0.00011337868480725624,0.0,0.0006802721088435374,0.00011337868480725624,0.0,0.0,0.0,0.00011337868480725624,0.00011337868480725624,0.0
00083-00,0.0,0.00018331805682859762,9.929728078215704e-05,0.00018331805682859762,3.055300947143294e-05,3.819126183929117e-05,0.00018331805682859762,1.527650473571647e-05,9.929728078215704e-05,7.638252367858235e-06,1.527650473571647e-05,8.402077604644057e-05,0.00018331805682859762,0.0,0.0,6.874427131072411e-05,9.165902841429881e-05,0.00010693553315001527,8.402077604644057e-05,8.402077604644057e-05,1.527650473571647e-05,0.0,3.819126183929117e-05,8.402077604644057e-05,0.00018331805682859762,0.0
00148-00,0.0,0.0001794211716982604,9.751150635775021e-05,0.00020672439347843046,1.1701380762930026e-05,3.510414228879008e-05,0.00020672439347843046,1.5601841017240033e-05,9.751150635775021e-05,7.800920508620017e-06,7.800920508620017e-06,1.9502301271550043e-05,0.0001833216319525704,0.0,0.0,3.120368203448007e-05,0.00010141196661206022,4.6805523051720103e-05,0.00021452531398705047,0.00010531242686637024,3.900460254310008e-06,7.800920508620017e-06,2.730322178017006e-05,0.00010531242686637024,0.00020672439347843046,0.0
00137-00,2.437003460544914e-06,0.00011291449367191435,4.874006921089828e-05,6.417442446101607e-05,1.1372682815876264e-05,5.117707267144319e-05,6.417442446101607e-05,1.9496027684359312e-05,4.874006921089828e-05,2.274536563175253e-05,1.6246689736966093e-05,3.2493379473932185e-05,0.00011372682815876265,6.498675894786437e-06,2.6807038065994055e-05,3.330571396078049e-05,5.767574856622963e-05,2.5182369092297443e-05,9.991714188234147e-05,5.767574856622963e-05,3.168104498708388e-05,7.311010381634742e-06,3.49303829344771e-05,5.767574856622963e-05,6.417442446101607e-05,5.686341407938132e-06
00197-00,0.0,0.00012474271814382835,8.731990270067985e-05,0.00011850558223663693,3.7422815443148507e-05,6.029231376951704e-05,0.00011850558223663693,4.158090604794278e-06,8.731990270067985e-05,4.158090604794278e-06,6.2371359071914175e-06,1.0395226511985697e-05,0.0001268217634462255,2.494854362876567e-05,3.3264724838354226e-05,0.00010187321981745983,0.00011018940102704837,0.0,0.00012058462753903408,8.316181209588557e-05,1.0395226511985697e-05,6.2371359071914175e-06,4.3659951350339927e-05,8.316181209588557e-05,0.00011850558223663693,6.2371359071914175e-06
00744-00,0.0,1.75530981218185e-05,1.75530981218185e-05,3.5106196243637e-05,1.75530981218185e-05,7.0212392487274e-05,3.5106196243637e-05,1.75530981218185e-05,1.75530981218185e-05,1.75530981218185e-05,0.0,1.75530981218185e-05,1.75530981218185e-05,5.2659294365455505e-05,1.75530981218185e-05,0.0,1.75530981218185e-05,0.0,0.0,1.75530981218185e-05,1.75530981218185e-05,0.0,5.2659294365455505e-05,1.75530981218185e-05,3.5106196243637e-05,0.0
00130-00,8.706630098820252e-06,8.706630098820251e-05,2.6119890296460755e-05,4.3533150494101256e-05,1.7413260197640504e-05,5.659309564233164e-05,4.3533150494101256e-05,4.353315049410126e-06,2.6119890296460755e-05,0.0,4.353315049410126e-06,8.706630098820252e-06,9.141961603761265e-05,6.094641069174176e-05,8.706630098820252e-06,5.659309564233164e-05,3.482652039528101e-05,2.6119890296460755e-05,7.400635583997214e-05,6.965304079056201e-05,0.0,4.353315049410126e-06,4.788646554351138e-05,6.965304079056201e-05,4.3533150494101256e-05,4.353315049410126e-06
00738-02,2.1929824561403507e-05,5.482456140350877e-05,1.644736842105263e-05,1.644736842105263e-05,2.7412280701754386e-05,2.1929824561403507e-05,1.644736842105263e-05,6.030701754385965e-05,1.644736842105263e-05,1.644736842105263e-05,5.482456140350877e-05,9.868421052631579e-05,4.9342105263157894e-05,5.482456140350877e-05,3.289473684210526e-05,5.482456140350877e-05,5.482456140350877e-06,1.644736842105263e-05,6.030701754385965e-05,1.644736842105263e-05,1.0964912280701754e-05,1.0964912280701754e-05,2.7412280701754386e-05,1.644736842105263e-05,1.644736842105263e-05,0.0
00557-00,3.6233785381041984e-06,8.683614082697993e-05,4.485492741997956e-05,8.34626504639174e-05,1.1369911964395933e-05,2.6113314291854395e-05,8.34626504639174e-05,1.6867451815312648e-05,4.485492741997956e-05,6.122260288520887e-06,6.622036638604225e-06,4.797852960800042e-05,8.896019031483411e-05,2.9986581005000262e-06,8.121365688854238e-06,6.122260288520887e-05,4.6978976907833744e-05,2.7862531517146077e-05,7.883971922564652e-05,5.2101684496187956e-05,2.5238705679208554e-05,8.871030213979244e-06,3.2610406842937785e-05,5.2101684496187956e-05,8.34626504639174e-05,4.997763500833377e-06
00190-00,1.8719230265251493e-06,3.7438460530502984e-05,1.4975384212201195e-05,2.807884539787724e-05,1.8719230265251492e-05,2.059115329177664e-05,2.807884539787724e-05,1.4975384212201195e-05,1.4975384212201195e-05,3.7438460530502986e-06,2.807884539787724e-05,4.118230658355328e-05,4.118230658355328e-05,1.4975384212201195e-05,1.3103461185676045e-05,5.615769079575448e-05,2.433499934482694e-05,3.5566537503977834e-05,2.059115329177664e-05,1.4975384212201195e-05,7.300499803448082e-05,1.1231538159150896e-05,3.3694614477452685e-05,1.4975384212201195e-05,2.807884539787724e-05,1.3103461185676045e-05
00564-00,4.7299438555664345e-07,0.00016696701810149515,0.0001272354897147371,0.0001480472426792294,2.0338758578935667e-05,7.165864941183148e-05,0.0001480472426792294,6.148927012236364e-06,0.0001272354897147371,2.5068702434502103e-05,2.2467233313940562e-05,1.9865764193379025e-05,0.0001700414816076133,1.8446781036709096e-05,8.040904554462938e-06,0.00010003831254523009,0.00012889097006418533,2.17577417356056e-05,0.00011399164691915107,0.0001229785402447273,3.3582601374521684e-05,2.364971927783217e-06,7.969955396629442e-05,0.0001229785402447273,0.0001480472426792294,1.08788708678028e-05
00036-00,0.0,0.0002141837220371252,0.00014014490454281032,0.0001375006610608705,0.0,6.34618435665556e-05,0.0001375006610608705,5.288486963879634e-06,0.00014014490454281032,6.081760008461579e-05,1.0576973927759268e-05,0.0,0.00021682796551906498,2.644243481939817e-06,3.17309217832778e-05,5.288486963879634e-05,0.0001375006610608705,1.3221217409699086e-05,0.00017716431328996775,0.00013221217409699085,2.3798191337458354e-05,1.0576973927759268e-05,3.17309217832778e-05,0.00013221217409699085,0.0001375006610608705,7.93273044581945e-06
00595-00,0.0,4.061502756019727e-05,4.061502756019727e-05,2.3208587177255584e-05,1.7406440382941687e-05,5.2219321148825065e-05,2.3208587177255584e-05,5.802146794313896e-06,4.061502756019727e-05,5.802146794313896e-06,5.802146794313896e-06,5.2219321148825065e-05,4.061502756019727e-05,0.0,1.7406440382941687e-05,4.641717435451117e-05,3.4812880765883375e-05,2.3208587177255584e-05,5.802146794313896e-06,2.901073397156948e-05,0.0,1.1604293588627792e-05,4.641717435451117e-05,2.901073397156948e-05,2.3208587177255584e-05,0.0
00157-00,2.3741690408357073e-05,0.00013057929724596392,7.122507122507122e-05,9.49667616334283e-05,4.748338081671415e-05,1.1870845204178537e-05,9.49667616334283e-05,0.0,7.122507122507122e-05,0.0,0.0,2.3741690408357073e-05,0.00013057929724596392,0.0,0.0,4.748338081671415e-05,8.309591642924976e-05,4.748338081671415e-05,3.561253561253561e-05,9.49667616334283e-05,0.00011870845204178538,0.0,1.1870845204178537e-05,9.49667616334283e-05,9.49667616334283e-05,0.0
00320-00,0.0,0.00014326647564469913,0.00014857264140931764,0.00013265414411546217,5.3061657646184865e-06,5.836782341080335e-05,0.00013265414411546217,7.428632070465882e-05,0.00014857264140931764,0.0,3.183699458771092e-05,1.0612331529236973e-05,0.00013796030988008065,1.0612331529236973e-05,1.0612331529236973e-05,0.00011142948105698822,0.00014326647564469913,7.428632070465882e-05,5.3061657646184865e-06,0.00013265414411546217,0.0,1.591849729385546e-05,3.183699458771092e-05,0.00013265414411546217,0.00013265414411546217,0.0
00248-00,1.3617948456065094e-05,0.00024512307220917167,6.128076805229292e-05,0.00012256153610458584,1.7022435570081367e-05,6.808974228032547e-06,0.00012256153610458584,3.4044871140162734e-06,6.128076805229292e-05,0.0,1.021346134204882e-05,6.468525516630919e-05,0.000248527559323188,0.0,3.4044871140162734e-06,9.192115207843938e-05,6.128076805229292e-05,6.808974228032547e-06,0.0003472576856296599,7.830320362237429e-05,6.808974228032547e-06,3.4044871140162734e-06,7.149422939434174e-05,7.830320362237429e-05,0.00012256153610458584,3.4044871140162734e-06
00101-00,5.260942760942761e-06,0.0001893939393939394,0.00015782828282828284,0.00031039562289562287,1.5782828282828283e-05,3.1565656565656566e-05,0.00031039562289562287,5.260942760942761e-06,0.00015782828282828284,0.0,0.0,5.260942760942761e-06,0.0001893939393939394,1.5782828282828283e-05,3.6826599326599324e-05,7.891414141414142e-05,0.00017361111111111112,3.6826599326599324e-05,0.00013152356902356902,0.0001893939393939394,3.1565656565656566e-05,0.0,5.260942760942761e-05,0.0001893939393939394,0.00031039562289562287,0.0
00385-00,6.8134975386240145e-06,6.132147784761612e-05,3.066073892380806e-05,4.258435961640009e-05,2.7253990154496058e-05,3.577086207777607e-05,4.258435961640009e-05,2.2143867000528047e-05,3.066073892380806e-05,5.1101231539680105e-06,1.7033743846560036e-06,6.472822661692814e-05,6.472822661692814e-05,4.0880985231744084e-05,8.516871923280018e-06,6.302485223227214e-05,2.3847241385184048e-05,2.2143867000528047e-05,7.494847292486416e-05,3.406748769312007e-05,0.0001464901970804163,6.8134975386240145e-06,6.132147784761612e-05,3.406748769312007e-05,4.258435961640009e-05,6.8134975386240145e-06
00350-00,2.714440825190011e-05,0.00043431053203040176,0.00010857763300760044,0.00010857763300760044,2.714440825190011e-05,0.00013572204125950055,0.00010857763300760044,0.0,0.00010857763300760044,0.0,0.0,0.0002985884907709012,0.00043431053203040176,0.0,2.714440825190011e-05,0.0,0.00010857763300760044,2.714440825190011e-05,0.0005700325732899023,0.00021715526601520088,0.0005428881650380022,0.0,0.0,0.00021715526601520088,0.00010857763300760044,0.0
00571-00,8.815162078775493e-06,0.0001093881476138959,9.21585126417438e-05,0.00012501502584445247,2.2839283567736508e-05,3.0853067275714226e-05,0.00012501502584445247,2.2839283567736508e-05,9.21585126417438e-05,2.564410786552871e-05,4.808270224786633e-06,1.2020675561966582e-05,0.00010818608005769924,2.8048242977922026e-06,8.013783707977721e-06,3.9267540169090835e-05,9.135713427094603e-05,0.0001839163360980887,8.895299915855271e-05,9.77681612373282e-05,0.00011379572865328364,1.3222743118163241e-05,4.0469607725287494e-05,9.77681612373282e-05,0.00012501502584445247,3.205513483191089e-06
00070-00,0.0,7.8064012490242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8064012490242e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.8064012490242e-05,0.0,0.0,0.0,7.8064012490242e-05,0.0,0.0
00422-00,7.028888732691362e-06,7.966073897050209e-05,2.8115554930765447e-05,3.7487406574353925e-05,2.3429629108971205e-05,6.091703568332513e-05,3.7487406574353925e-05,2.3429629108971205e-05,2.8115554930765447e-05,2.3429629108971203e-06,4.685925821794241e-06,2.5772592019868326e-05,7.966073897050209e-05,0.0,0.0,2.1086666198074084e-05,2.8115554930765447e-05,3.0458517841662565e-05,7.731777605960497e-05,3.7487406574353925e-05,4.685925821794241e-06,7.028888732691362e-06,3.514444366345681e-05,3.7487406574353925e-05,3.7487406574353925e-05,7.028888732691362e-06
